Month,CBSACode,CBSATitle,Nielsen HH Rank,Hotness Rank ,Hotness Rank M/M,Hotness Rank Y/Y,Hotness Score,Supply Score,Demand Score,Median DOM,Median DOM M/M,Median DOM M/M Perc,Median DOM Y/Y,Median DOM Y/Y Perc,Median DOM (vs US),Views Per Property M/M,Views Per Property Y/Y,Views Per Property  (vs US),Median Listing Price,Median Listing Price M/M,Median Listing Price Y/Y,Median Listing Price  (vs US),Quality Flag
201812,38300,"Pittsburgh, PA",22,147,-8,29,51.839465,36.4548495,67.22408027,88,12.5,0.1656,-4,-0.0435,8,-0.0385,0.2931,1.2295,172900,-0.012,0.0177,0.5983,0
201812,44100,"Springfield, IL",198,215,17,-18,31.772575,39.7993311,23.7458194,86,5.5,0.0683,3,0.0361,6,0.0101,0.1364,0.8197,135750,-0.0874,-0.0106,0.4697,0
201812,40140,"Riverside-San Bernardino-Ontario, CA",16,134,3,-58,56.688963,88.9632107,24.41471572,61,9,0.1731,5,0.0893,-19,0,-0.0196,0.8197,386945,-0.0053,0.0319,1.3389,0
201812,46180,"Tupelo, MS",300,255,-2,-35,21.070234,14.3812709,27.75919732,103,7.25,0.0757,9,0.0957,23,0.0192,0.2326,0.8689,179900,-0.0095,0.0286,0.6225,0
201812,45460,"Terre Haute, IN",247,102,6,61,62.70903,57.19063545,68.22742475,75,5,0.0714,-6,-0.0741,-5,-0.0732,0.4615,1.2459,95000,-0.0743,0.1446,0.3287,0
201812,10180,"Abilene, TX",252,129,21,-31,57.525084,49.1638796,65.88628763,79.5,3,0.0392,5.5,0.0743,-0.5,0.0204,0.1719,1.2295,199900,0.0016,0.1766,0.6917,0
201812,12420,"Austin-Round Rock, TX",34,127,11,-24,57.859532,64.88294314,50.8361204,72,7,0.1077,-1,-0.0137,-8,0.0154,0.1,1.082,349000,-0.0026,-0.0306,1.2076,0
201812,13380,"Bellingham, WA",203,198,-7,31,35.284281,62.87625418,7.692307692,73,9.75,0.1542,-13,-0.1512,-7,-0.0633,0.0882,0.6066,412900,-0.0151,-0.0122,1.4287,0
201812,19460,"Decatur, AL",266,269,11,14,14.882943,24.74916388,5.016722408,95.5,3,0.0324,-6.5,-0.0637,15.5,0.0149,0.5455,0.5574,179996.5,-0.0202,0.0594,0.6228,0
201812,13900,"Bismarck, ND",296,262,1,-11,17.892977,33.44481605,2.341137124,89,8.5,0.1056,1,0.0114,9,0.0508,0.1923,0.5082,275000,0.0189,0.0581,0.9516,0
201812,21700,"Eureka-Arcata-Fortuna, CA",289,173,16,-76,44.147157,25.4180602,62.87625418,95,0.25,0.0026,19,0.25,15,0.0069,0.058,1.1967,379000,-0.0117,-0.028,1.3114,0
201812,19100,"Dallas-Fort Worth-Arlington, TX",4,15,14,-4,87.792642,82.60869565,92.97658863,65,7,0.1207,6,0.1017,-15,0.0256,-0.0196,1.6393,332590,-0.007,-0.0215,1.1508,0
201812,25940,"Hilton Head Island-Bluffton-Beaufort, SC",206,289,-4,-3,8.19398,11.70568562,4.682274247,107,6.5,0.0647,-11,-0.0932,27,-0.1316,0.0645,0.541,419000,-0.0006,0.0501,1.4498,0
201812,19380,"Dayton, OH",64,30,-2,21,82.274247,81.60535117,82.94314381,66,11.5,0.211,-3,-0.0435,-14,-0.0267,0.2639,1.4918,139900,-0.029,0.0803,0.4841,0
201812,36220,"Odessa, TX",292,3,1,41,94.816054,95.31772575,94.31438127,55,13,0.3095,-12,-0.1791,-25,0.0505,0.4444,1.7049,270000,0.0133,0.3171,0.9343,0
201812,26580,"Huntington-Ashland, WV-KY-OH",138,229,4,10,27.424749,13.71237458,41.13712375,104,5.5,0.0558,-7,-0.0631,24,-0.0248,0.2292,0.9672,149000,-0.0133,0.065,0.5156,0
201812,39660,"Rapid City, SD",265,144,-9,-33,53.344482,53.17725753,53.51170569,76,9.5,0.1429,6,0.0857,-4,-0.0073,0.2593,1.1148,269900,-0.002,0.1246,0.9339,0
201812,28740,"Kingston, NY",234,246,-8,29,23.913043,13.04347826,34.7826087,106,9.25,0.0956,-14,-0.1167,26,-0.0265,0.375,0.9016,299000,0,0.0679,1.0346,0
201812,44140,"Springfield, MA",87,47,9,40,77.424749,60.2006689,94.64882943,74,7.5,0.1128,-6,-0.075,-6,0.0196,0.3165,1.7049,244900,-0.02,0.0208,0.8474,0
201812,33260,"Midland, TX",260,2,-1,18,98.494983,97.65886288,99.33110368,52,8,0.1818,-13,-0.2,-28,0.048,0.2241,2.3279,350790,-0.0214,0.1288,1.2138,0
201812,19660,"Deltona-Daytona Beach-Ormond Beach, FL",82,169,-3,-29,46.488294,48.16053512,44.81605351,80,7,0.0959,5,0.0667,0,-0.0313,0.1923,1.0164,285000,0.0002,0.0367,0.9862,0
201812,33780,"Monroe, MI",282,83,-7,-23,68.729097,39.7993311,97.65886288,86,11,0.1467,9,0.1169,6,0,0.407,1.9836,184900,-0.0513,0.1563,0.6398,0
201812,41420,"Salem, OR",139,133,13,-74,57.023411,86.95652174,27.090301,62,8.5,0.1589,0,0,-18,0.0505,-0.1186,0.8525,349900,0.0006,0.0142,1.2107,0
201812,36420,"Oklahoma City, OK",41,128,3,24,57.692308,70.90301003,44.48160535,70,7,0.1111,-5,-0.0667,-10,-0.024,0.2449,1,234000,-0.0158,0.04,0.8097,0
201812,13140,"Beaumont-Port Arthur, TX",129,48,38,-14,77.424749,73.91304348,80.93645485,68,3,0.0462,3,0.0462,-12,0.0602,0.1733,1.4426,179900,-0.0268,0.0589,0.6225,0
201812,41180,"St. Louis, MO-IL",19,135,-21,-30,56.688963,50.8361204,62.54180602,78,12.5,0.1908,4,0.0541,-2,0.007,0.1803,1.1803,199900,-0.0244,0.0805,0.6917,0
201812,13780,"Binghamton, NY",180,201,3,34,34.949833,29.43143813,40.46822742,93,5,0.0568,-6,-0.0606,13,-0.0484,0.3721,0.9672,127700,-0.0033,0.0216,0.4419,0
201812,48620,"Wichita, KS",84,51,-15,31,76.086957,76.92307692,75.25083612,67,11.5,0.2072,-6,-0.0822,-13,-0.0568,0.2029,1.3607,183675,-0.0069,0.0804,0.6356,0
201812,24860,"Greenville-Anderson-Mauldin, SC",61,152,-10,-13,50,49.49832776,50.50167224,79,11,0.1618,6,0.0822,-1,-0.0222,0.32,1.082,249900,0,-0.02,0.8647,0
201812,49700,"Yuba City, CA",291,14,-1,8,87.959866,76.92307692,98.99665552,67,8.5,0.1453,2,0.0308,-13,0.129,0.3592,2.2951,306000,-0.0111,0.0203,1.0588,0
201812,34740,"Muskegon, MI",243,93,5,58,65.886288,84.61538462,47.15719064,64,8.5,0.1532,-15,-0.1899,-16,0,0.2264,1.0656,164900,0.0154,0.1067,0.5706,0
201812,39340,"Provo-Orem, UT",122,160,-5,-15,48.494983,96.65551839,0.334448161,54,14,0.35,6,0.125,-26,-0.1,-0.069,0.4426,374900,-0.0027,0.0417,1.2972,0
201812,39460,"Punta Gorda, FL",214,185,23,-19,39.799331,57.19063545,22.40802676,75,0.5,0.0067,6,0.087,-5,0,0.2564,0.8033,275000,-0.0126,0.0223,0.9516,0
201812,45060,"Syracuse, NY",81,123,-8,18,58.19398,38.1270903,78.26086957,87,12,0.16,1,0.0116,7,0,0.3231,1.4098,159900,0,0.0956,0.5533,0
201812,45940,"Trenton, NJ",148,131,-7,33,57.35786,45.81939799,68.89632107,81,9.25,0.1289,-9,-0.1,1,0.0065,0.2787,1.2787,290000,-0.0475,0.16,1.0035,0
